sbj_schedule_code,sbj_code,sbj_description,sbj_unit,sbj_year,sbj_section,sbj_course,sbj_sem,sbj_sy
5601,MAN 002,RIZAL'S LIFE WORKS AND WRITINGS,3,1ST,B,BSBA-FMGT,2ND,2015-2016
5600,NSC 002,BIOLOGICAL SCIENCE,3,1ST,B,BSBA-FMGT,2ND,2015-2016
5599,SSC 002,PGNC,3,1ST,B,BSBA-FMGT,2ND,2015-2016
5598,MTH 111,COLLEGE ALGEBRA,3,1ST,B,BSBA-FMGT,2ND,2015-2016
5597,FIL 002,PAGBASA AT PAGSULAT TUNGO SA IBA'T-IBANG DISIPLINA,3,1ST,B,BSBA-FMGT,2ND,2015-2016
5596,ENG 002,WRITING DISCIPLINE,3,1ST,B,BSBA-FMGT,2ND,2015-2016
5595,,,,,,,,
5594,NSTP 002,CIVIC WELFARE TRAINING SERVICE 2,3,1ST,A,BSBA-FMGT,2ND,2015-2016
5593,PE 002,RHYTHMIC ACTIVITIES,2,1ST,A,BSBA-FMGT,2ND,2015-2016
5592,LIT 002,PHILIPPINE LITERATURE,3,1ST,A,BSBA-FMGT,2ND,2015-2016
5591,COM 004,SPREADSHEET (EXCEL),3,1ST,A,BSBA-FMGT,2ND,2015-2016
5590,MAN 002,RIZAL'S LIFE WORKS AND WRITINGS,3,1ST,A,BSBA-FMGT,2ND,2015-2016
5589,NSC 002,BIOLOGICAL SCIENCE,3,1ST,A,BSBA-FMGT,2ND,2015-2016
5588,SSC 002,PGNC,3,1ST,A,BSBA-FMGT,2ND,2015-2016
5587,MTH 111,COLLEGE ALGEBRA,3,1ST,A,BSBA-FMGT,2ND,2015-2016
5586,FIL 002,PAGBASA AT PAGSULAT TUNGO SA IBA'T-IBANG DISIPLINA,3,1ST,A,BSBA-FMGT,2ND,2015-2016
5585,ENG 002,WRITING DISCIPLINE,3,1ST,A,BSBA-FMGT,2ND,2015-2016
5584,,,,,,,,
5583,MKMT 409,SRP 2(FEASIBILITY STUDY),3,4TH,D,BSBA-MKMGT,2ND,2015-2016
5582,MKMT 408,INTERNATIONAL & GLOBAL MARKETING,3,4TH,D,BSBA-MKMGT,2ND,2015-2016
5581,MKMT 407,BUSINESS POLICY,3,4TH,D,BSBA-MKMGT,2ND,2015-2016
5580,MKMT 406,SUPPLY CHAIN MANAGEMENT,3,4TH,D,BSBA-MKMGT,2ND,2015-2016
5579,ACC 424,FINANCIAL MANAGEMENT,3,4TH,D,BSBA-MKMGT,2ND,2015-2016
5578,COM 004,ELECTRONIC SPREADSHEET,3,4TH,D,BSBA-MKMGT,2ND,2015-2016
5577,,,,,,,,
5576,MKMT 409,SRP 2(FEASIBILITY STUDY),3,4TH,C,BSBA-MKMGT,2ND,2015-2016
5575,MKMT 408,INTERNATIONAL & GLOBAL MARKETING,3,4TH,C,BSBA-MKMGT,2ND,2015-2016
5574,MKMT 407,BUSINESS POLICY,3,4TH,C,BSBA-MKMGT,2ND,2015-2016
5573,MKMT 406,SUPPLY CHAIN MANAGEMENT,3,4TH,C,BSBA-MKMGT,2ND,2015-2016
5572,ACC 424,FINANCIAL MANAGEMENT,3,4TH,C,BSBA-MKMGT,2ND,2015-2016
5571,COM 004,ELECTRONIC SPREADSHEET,3,4TH,C,BSBA-MKMGT,2ND,2015-2016
5570,,,,,,,,
5569,MKMT 409,SRP 2(FEASIBILITY STUDY),3,4TH,B,BSBA-MKMGT,2ND,2015-2016
5568,MKMT 408,INTERNATIONAL & GLOBAL MARKETING,3,4TH,B,BSBA-MKMGT,2ND,2015-2016
5567,MKMT 407,BUSINESS POLICY,3,4TH,B,BSBA-MKMGT,2ND,2015-2016
5566,MKMT 406,SUPPLY CHAIN MANAGEMENT,3,4TH,B,BSBA-MKMGT,2ND,2015-2016
5565,ACC 424,FINANCIAL MANAGEMENT,3,4TH,B,BSBA-MKMGT,2ND,2015-2016
5564,COM 004,ELECTRONIC SPREADSHEET,3,4TH,B,BSBA-MKMGT,2ND,2015-2016
5563,,,,,,,,
5562,MKMT 409,SRP 2(FEASIBILITY STUDY),3,4TH,A,BSBA-MKMGT,2ND,2015-2016
5561,MKMT 408,INTERNATIONAL & GLOBAL MARKETING,3,4TH,A,BSBA-MKMGT,2ND,2015-2016
5560,MKMT 407,BUSINESS POLICY,3,4TH,A,BSBA-MKMGT,2ND,2015-2016
5559,MKMT 406,SUPPLY CHAIN MANAGEMENT,3,4TH,A,BSBA-MKMGT,2ND,2015-2016
5558,ACC 424,FINANCIAL MANAGEMENT,3,4TH,A,BSBA-MKMGT,2ND,2015-2016
5557,COM 004,ELECTRONIC SPREADSHEET,3,4TH,A,BSBA-MKMGT,2ND,2015-2016
5556,,,,,,,,
5555,MKMT 306,MARKETING MANAGEMENT,3,3RD,E,BSBA-MKMGT,2ND,2015-2016
5554,MKMT 305,CONSUMER BEHAVIOR,3,3RD,E,BSBA-MKMGT,2ND,2015-2016
5553,MKMT 304,PROFESSIONAL SALESMANSHIP,3,3RD,E,BSBA-MKMGT,2ND,2015-2016
5552,BS 101,BEHAVIORAL SCIENCE APPLIED TO BUSINESS,3,3RD,E,BSBA-MKMGT,2ND,2015-2016
5551,TAX 002,TRANSFER AND BUSINESS TAX,3,3RD,E,BSBA-MKMGT,2ND,2015-2016
5550,LAW 002,LAW ON PARTNERSHIP AND CORPORATION,3,3RD,E,BSBA-MKMGT,2ND,2015-2016
5549,LIT 002,INTRODUCTION TO LITERATURE,3,3RD,E,BSBA-MKMGT,2ND,2015-2016
5548,MAN 002,"RIZAL'S LIFE,WORK AND WRITINGS",3,3RD,E,BSBA-MKMGT,2ND,2015-2016
5547,,,,,,,,
5546,MKMT 306,MARKETING MANAGEMENT,3,3RD,D,BSBA-MKMGT,2ND,2015-2016
5545,MKMT 305,CONSUMER BEHAVIOR,3,3RD,D,BSBA-MKMGT,2ND,2015-2016
5544,MKMT 304,PROFESSIONAL SALESMANSHIP,3,3RD,D,BSBA-MKMGT,2ND,2015-2016
5543,BS 101,BEHAVIORAL SCIENCE APPLIED TO BUSINESS,3,3RD,D,BSBA-MKMGT,2ND,2015-2016
5542,TAX 002,TRANSFER AND BUSINESS TAX,3,3RD,D,BSBA-MKMGT,2ND,2015-2016
5541,LAW 002,LAW ON PARTNERSHIP AND CORPORATION,3,3RD,D,BSBA-MKMGT,2ND,2015-2016
5540,LIT 002,INTRODUCTION TO LITERATURE,3,3RD,D,BSBA-MKMGT,2ND,2015-2016
5539,MAN 002,"RIZAL'S LIFE,WORK AND WRITINGS",3,3RD,D,BSBA-MKMGT,2ND,2015-2016
5538,,,,,,,,
5537,MKMT 306,MARKETING MANAGEMENT,3,3RD,C,BSBA-MKMGT,2ND,2015-2016
5536,MKMT 305,CONSUMER BEHAVIOR,3,3RD,C,BSBA-MKMGT,2ND,2015-2016
5535,MKMT 304,PROFESSIONAL SALESMANSHIP,3,3RD,C,BSBA-MKMGT,2ND,2015-2016
5534,BS 101,BEHAVIORAL SCIENCE APPLIED TO BUSINESS,3,3RD,C,BSBA-MKMGT,2ND,2015-2016
5533,TAX 002,TRANSFER AND BUSINESS TAX,3,3RD,C,BSBA-MKMGT,2ND,2015-2016
5532,LAW 002,LAW ON PARTNERSHIP AND CORPORATION,3,3RD,C,BSBA-MKMGT,2ND,2015-2016
5531,LIT 002,INTRODUCTION TO LITERATURE,3,3RD,C,BSBA-MKMGT,2ND,2015-2016
5530,MAN 002,"RIZAL'S LIFE,WORK AND WRITINGS",3,3RD,C,BSBA-MKMGT,2ND,2015-2016
5529,,,,,,,,
5528,MKMT 306,MARKETING MANAGEMENT,3,3RD,B,BSBA-MKMGT,2ND,2015-2016
5527,MKMT 305,CONSUMER BEHAVIOR,3,3RD,B,BSBA-MKMGT,2ND,2015-2016
5526,MKMT 304,PROFESSIONAL SALESMANSHIP,3,3RD,B,BSBA-MKMGT,2ND,2015-2016
5525,BS 101,BEHAVIORAL SCIENCE APPLIED TO BUSINESS,3,3RD,B,BSBA-MKMGT,2ND,2015-2016
5524,TAX 002,TRANSFER AND BUSINESS TAX,3,3RD,B,BSBA-MKMGT,2ND,2015-2016
5523,LAW 002,LAW ON PARTNERSHIP AND CORPORATION,3,3RD,B,BSBA-MKMGT,2ND,2015-2016
5522,LIT 002,INTRODUCTION TO LITERATURE,3,3RD,B,BSBA-MKMGT,2ND,2015-2016
5521,MAN 002,"RIZAL'S LIFE,WORK AND WRITINGS",3,3RD,B,BSBA-MKMGT,2ND,2015-2016
5520,,,,,,,,
5519,MKMT 306,MARKETING MANAGEMENT,3,3RD,A,BSBA-MKMGT,2ND,2015-2016
5518,MKMT 305,CONSUMER BEHAVIOR,3,3RD,A,BSBA-MKMGT,2ND,2015-2016
5517,MKMT 304,PROFESSIONAL SALESMANSHIP,3,3RD,A,BSBA-MKMGT,2ND,2015-2016
5516,BS 101,BEHAVIORAL SCIENCE APPLIED TO BUSINESS,3,3RD,A,BSBA-MKMGT,2ND,2015-2016
5515,TAX 002,TRANSFER AND BUSINESS TAX,3,3RD,A,BSBA-MKMGT,2ND,2015-2016
5514,LAW 002,LAW ON PARTNERSHIP AND CORPORATION,3,3RD,A,BSBA-MKMGT,2ND,2015-2016
5513,LIT 002,INTRODUCTION TO LITERATURE,3,3RD,A,BSBA-MKMGT,2ND,2015-2016
5512,MAN 002,"RIZAL'S LIFE,WORK AND WRITINGS",3,3RD,A,BSBA-MKMGT,2ND,2015-2016
5511,,,,,,,,
5510,PE 004,TEAM SPORTS,2,2ND,C,BSBA-MKMGT,2ND,2015-2016
5509,MKMT 225,BUSINESS MARKETING(INDUSTRIAL MARKETING),3,2ND,C,BSBA-MKMGT,2ND,2015-2016
5508,MKMT 224,TOTAL QUALITY MANAGEMENT,3,2ND,C,BSBA-MKMGT,2ND,2015-2016
5507,BS 101,BEHAVIORAL SCIENCE APPLIED TO BUSINESS,3,2ND,C,BSBA-MKMGT,2ND,2015-2016
5506,ACC 212,PRINCIPLES. OF ACCOUNTING 2(PARTNERSHIP & CORPORATION),6,2ND,C,BSBA-MKMGT,2ND,2015-2016
5505,SSC 004,SOCIOLOGY AND ANTHROPOLOGY,3,2ND,C,BSBA-MKMGT,2ND,2015-2016
5504,MTH 224,BUSINESS STATISTICS,3,2ND,C,BSBA-MKMGT,2ND,2015-2016
5503,ENG 004,BCTRW,3,2ND,C,BSBA-MKMGT,2ND,2015-2016
5502,,,,,,,,
5501,PE 004,TEAM SPORTS,2,2ND,B,BSBA-MKMGT,2ND,2015-2016
5500,MKMT 225,BUSINESS MARKETING(INDUSTRIAL MARKETING),3,2ND,B,BSBA-MKMGT,2ND,2015-2016
5499,MKMT 224,TOTAL QUALITY MANAGEMENT,3,2ND,B,BSBA-MKMGT,2ND,2015-2016
5498,BS 101,BEHAVIORAL SCIENCE APPLIED TO BUSINESS,3,2ND,B,BSBA-MKMGT,2ND,2015-2016
5497,ACC 212,PRINCIPLES. OF ACCOUNTING 2(PARTNERSHIP & CORPORATION),6,2ND,B,BSBA-MKMGT,2ND,2015-2016
5496,SSC 004,SOCIOLOGY AND ANTHROPOLOGY,3,2ND,B,BSBA-MKMGT,2ND,2015-2016
5495,MTH 224,BUSINESS STATISTICS,3,2ND,B,BSBA-MKMGT,2ND,2015-2016
5494,ENG 004,BCTRW,3,2ND,B,BSBA-MKMGT,2ND,2015-2016
5493,,,,,,,,
5492,PE 004,TEAM SPORTS,2,2ND,A,BSBA-MKMGT,2ND,2015-2016
5491,MKMT 225,BUSINESS MARKETING(INDUSTRIAL MARKETING),3,2ND,A,BSBA-MKMGT,2ND,2015-2016
5490,MKMT 224,TOTAL QUALITY MANAGEMENT,3,2ND,A,BSBA-MKMGT,2ND,2015-2016
5489,BS 101,BEHAVIORAL SCIENCE APPLIED TO BUSINESS,3,2ND,A,BSBA-MKMGT,2ND,2015-2016
5488,ACC 212,PRINCIPLES. OF ACCOUNTING 2(PARTNERSHIP & CORPORATION),6,2ND,A,BSBA-MKMGT,2ND,2015-2016
5487,SSC 004,SOCIOLOGY AND ANTHROPOLOGY,3,2ND,A,BSBA-MKMGT,2ND,2015-2016
5486,MTH 224,BUSINESS STATISTICS,3,2ND,A,BSBA-MKMGT,2ND,2015-2016
5485,ENG 004,BCTRW,3,2ND,A,BSBA-MKMGT,2ND,2015-2016
5484,,,,,,,,
5483,NSTP 2,CIVIC WELFARE TRAINING SERVICES,3,1ST,C,BSBA-MKMGT,2ND,2015-2016
5482,PE 002,RHTYHMIC ACTIVITIES,2,1ST,C,BSBA-MKMGT,2ND,2015-2016
5481,MKT 122,CONSUMER BEHAVIOR,3,1ST,C,BSBA-MKMGT,2ND,2015-2016
5480,MGT 111,PRINCIPLES OF MANAGEMENT,3,1ST,C,BSBA-MKMGT,2ND,2015-2016
5479,MAN 001,PHILIPPINE HISTORY & PUBLIC SERVICES,3,1ST,C,BSBA-MKMGT,2ND,2015-2016
5478,NSC 002,BIOLOGICAL SCIENCE,3,1ST,C,BSBA-MKMGT,2ND,2015-2016
5477,MTH 111,COLLEGE ALGEBRA,3,1ST,C,BSBA-MKMGT,2ND,2015-2016
5476,FIL 122,PAGBASA AT PAGSULAT SA IBA'T-IBANG DISIPLINA,3,1ST,C,BSBA-MKMGT,2ND,2015-2016
5475,ENG 002,WRITING DISCIPLINE,3,1ST,C,BSBA-MKMGT,2ND,2015-2016
5474,,,,,,,,
5473,NSTP 2,CIVIC WELFARE TRAINING SERVICES,3,1ST,B,BSBA-MKMGT,2ND,2015-2016
5472,PE 002,RHTYHMIC ACTIVITIES,2,1ST,B,BSBA-MKMGT,2ND,2015-2016
5471,MKT 122,CONSUMER BEHAVIOR,3,1ST,B,BSBA-MKMGT,2ND,2015-2016
5470,MGT 111,PRINCIPLES OF MANAGEMENT,3,1ST,B,BSBA-MKMGT,2ND,2015-2016
5469,MAN 001,PHILIPPINE HISTORY & PUBLIC SERVICES,3,1ST,B,BSBA-MKMGT,2ND,2015-2016
5468,NSC 002,BIOLOGICAL SCIENCE,3,1ST,B,BSBA-MKMGT,2ND,2015-2016
5467,MTH 111,COLLEGE ALGEBRA,3,1ST,B,BSBA-MKMGT,2ND,2015-2016
5466,FIL 122,PAGBASA AT PAGSULAT SA IBA'T-IBANG DISIPLINA,3,1ST,B,BSBA-MKMGT,2ND,2015-2016
5465,ENG 002,WRITING DISCIPLINE,3,1ST,B,BSBA-MKMGT,2ND,2015-2016
5464,,,,,,,,
5463,NSTP 2,CIVIC WELFARE TRAINING SERVICES,3,1ST,A,BSBA-MKMGT,2ND,2015-2016
5462,PE 002,RHTYHMIC ACTIVITIES,2,1ST,A,BSBA-MKMGT,2ND,2015-2016
5461,MKT 122,CONSUMER BEHAVIOR,3,1ST,A,BSBA-MKMGT,2ND,2015-2016
5460,MGT 111,PRINCIPLES OF MANAGEMENT,3,1ST,A,BSBA-MKMGT,2ND,2015-2016
5459,MAN 001,PHILIPPINE HISTORY & PUBLIC SERVICES,3,1ST,A,BSBA-MKMGT,2ND,2015-2016
5458,NSC 002,BIOLOGICAL SCIENCE,3,1ST,A,BSBA-MKMGT,2ND,2015-2016
5457,MTH 111,COLLEGE ALGEBRA,3,1ST,A,BSBA-MKMGT,2ND,2015-2016
5456,FIL 122,PAGBASA AT PAGSULAT SA IBA'T-IBANG DISIPLINA,3,1ST,A,BSBA-MKMGT,2ND,2015-2016
5455,ENG 002,WRITING DISCIPLINE,3,1ST,A,BSBA-MKMGT,2ND,2015-2016
5454,,,,,,,,
5453,ACC 520,PRACTICUM 2,3,4TH,A,BSA,2ND,2015-2016
5452,ACC 518,BUSINESS LAW AND TAXATION INTEGRATION,3,4TH,A,BSA,2ND,2015-2016
5451,ACC 517,ACCOUNTING INTEGRATION 4(AUDITING),3,4TH,A,BSA,2ND,2015-2016
5450,ACC 516,ACCOUNTING INTEGRATION 3(MANAGEMENT SERVICES),3,4TH,A,BSA,2ND,2015-2016
5449,ACC 513,ACCOUNTING INTEGRAGION 1(FINANCIAL ACCOUNTING),3,4TH,A,BSA,2ND,2015-2016
5448,ACC 515,ACCOUNTING INTEGRATION 2(ADVANCE ACCOUNTING 2),3,4TH,A,BSA,2ND,2015-2016
5447,LAW 514,LAW ON SALES AGENCY AND CREDIT TRANSACTION,3,4TH,A,BSA,2ND,2015-2016
5446,,,,,,,,
5445,ACC 327,ADVANCED ACCOUNTING PART 1,6,3RD,A,BSA,2ND,2015-2016
5444,ACC 326,COST ACCOUNTING,6,3RD,A,BSA,2ND,2015-2016
5443,FIN 513,INTERNATIONAL FINANCE,3,3RD,A,BSA,2ND,2015-2016
5442,COM 417,COMPUTERIZED ACCOUNTING SYSTEM,3,3RD,A,BSA,2ND,2015-2016
5441,LAW 002,LAW ON BUSINESS ORGANIZATION,3,3RD,A,BSA,2ND,2015-2016
5440,LIT 002,WORLD LITERATURE,3,3RD,A,BSA,2ND,2015-2016
5439,MTH 314,QUANTITATIVE TECHNIQUES IN BUSINESS,3,3RD,A,BSA,2ND,2015-2016
5438,,,,,,,,
5437,PE 004,TEAM SPORTS,2,2ND,A,BSA,2ND,2015-2016
5436,ACC 224,FINANCIAL ACCOUNTING PART 2,6,2ND,A,BSA,2ND,2015-2016
5435,MGT 223,HUMAN RESOURCE MANAGEMENT,3,2ND,A,BSA,2ND,2015-2016
5434,BS 101,BEHAVIORAL SCIENCE APPLIED IN BUSINESS,3,2ND,A,BSA,2ND,2015-2016
5433,COM 213,COMPUTERIZED PRACTISE SET-MERCHANDISING,3,2ND,A,BSA,2ND,2015-2016
5432,MAN 002,"RIZAL'S LIFE,WORK AND WRITINGS",3,2ND,A,BSA,2ND,2015-2016
5431,MTH 214,MATHEMATICS OF INVESTMENT,3,2ND,A,BSA,2ND,2015-2016
5430,ENG 004,BCTRW,3,2ND,A,BSA,2ND,2015-2016
5429,,,,,,,,
5428,PE 2,RHYTHMIC ACTIVITIES,2,1ST,C,BSA,2ND,2015-2016
5427,NSTP 2,CIVIC WELFARE TRAINING SERVICES 2,3,1ST,C,BSA,2ND,2015-2016
5426,ACC 122,PRINCIPLES OF ACCOUNTING 2 (PARTNERSHIP AND CORPORATION,6,1ST,C,BSA,2ND,2015-2016
5425,PHI 001,LOGIC & ETHICS,3,1ST,C,BSA,2ND,2015-2016
5424,NSC 002,BIOLOGICAL SCIENCE,3,1ST,C,BSA,2ND,2015-2016
5423,SSC 002,POLITICAL AND GOVERNANCE (W/PGNC),3,1ST,C,BSA,2ND,2015-2016
5422,MTH 111,COLLEGE ALGEBRA,3,1ST,C,BSA,2ND,2015-2016
5421,FIL 122,PAGBASA AT PAGSULAY SA IBA'T-IBANG DISIPLINA,3,1ST,C,BSA,2ND,2015-2016
5420,ENG 002,WRITING DISCIPLINE,3,1ST,C,BSA,2ND,2015-2016
5419,,,,,,,,
5418,PE 2,RHYTHMIC ACTIVITIES,2,1ST,B,BSA,2ND,2015-2016
5417,NSTP 2,CIVIC WELFARE TRAINING SERVICES 2,3,1ST,B,BSA,2ND,2015-2016
5416,ACC 122,PRINCIPLES OF ACCOUNTING 2 (PARTNERSHIP AND CORPORATION,6,1ST,B,BSA,2ND,2015-2016
5415,PHI 001,LOGIC & ETHICS,3,1ST,B,BSA,2ND,2015-2016
5414,NSC 002,BIOLOGICAL SCIENCE,3,1ST,B,BSA,2ND,2015-2016
5413,SSC 002,POLITICAL AND GOVERNANCE (W/PGNC),3,1ST,B,BSA,2ND,2015-2016
5412,MTH 111,COLLEGE ALGEBRA,3,1ST,B,BSA,2ND,2015-2016
5411,FIL 122,PAGBASA AT PAGSULAY SA IBA'T-IBANG DISIPLINA,3,1ST,B,BSA,2ND,2015-2016
5410,ENG 002,WRITING DISCIPLINE,3,1ST,B,BSA,2ND,2015-2016
5409,,,,,,,,
5408,PE 2,RHYTHMIC ACTIVITIES,2,1ST,A,BSA,2ND,2015-2016
5407,NSTP 2,CIVIC WELFARE TRAINING SERVICES 2,3,1ST,A,BSA,2ND,2015-2016
5406,ACC 122,PRINCIPLES OF ACCOUNTING 2 (PARTNERSHIP AND CORPORATION,6,1ST,A,BSA,2ND,2015-2016
5405,PHI 001,LOGIC & ETHICS,3,1ST,A,BSA,2ND,2015-2016
5404,NSC 002,BIOLOGICAL SCIENCE,3,1ST,A,BSA,2ND,2015-2016
5403,SSC 002,POLITICAL AND GOVERNANCE (W/PGNC),3,1ST,A,BSA,2ND,2015-2016
5402,MTH 111,COLLEGE ALGEBRA,3,1ST,A,BSA,2ND,2015-2016
5401,FIL 122,PAGBASA AT PAGSULAY SA IBA'T-IBANG DISIPLINA,3,1ST,A,BSA,2ND,2015-2016
5400,ENG 002,WRITING DISCIPLINE,3,1ST,A,BSA,2ND,2015-2016
5399,,,,,,,,
5398,PHI 003,LOGIC,3,2ND,B,BSEMC,2ND,2015-2016
5397,PE 004,GROUP SPORTS,2,2ND,B,BSEMC,2ND,2015-2016
5396,MAN 001,PHILIPPINES HISTORY,3,2ND,B,BSEMC,2ND,2015-2016
5395,HUM 001,AESTHETICS,3,2ND,B,BSEMC,2ND,2015-2016
5394,EMC 224,GAME PROGRAMMING 2,5,2ND,B,BSEMC,2ND,2015-2016
5393,EMC 223,ARTIFICIAL INTELLIGENCE IN GAMES,3,2ND,B,BSEMC,2ND,2015-2016
5392,EMC 222,PRINCIPLES OF 2D ANIMATION,3,2ND,B,BSEMC,2ND,2015-2016
5391,EMC 221,COMPUTER GRAPHICS PROGRAMMING,3,2ND,B,BSEMC,2ND,2015-2016
5390,,,,,,,,
5389,PHI 003,LOGIC,3,2ND,A,BSEMC,2ND,2015-2016
5388,PE 004,GROUP SPORTS,2,2ND,A,BSEMC,2ND,2015-2016
5387,MAN 001,PHILIPPINES HISTORY,3,2ND,A,BSEMC,2ND,2015-2016
5386,HUM 001,AESTHETICS,3,2ND,A,BSEMC,2ND,2015-2016
5385,EMC 224,GAME PROGRAMMING 2,5,2ND,A,BSEMC,2ND,2015-2016
5384,EMC 223,ARTIFICIAL INTELLIGENCE IN GAMES,3,2ND,A,BSEMC,2ND,2015-2016
5383,EMC 222,PRINCIPLES OF 2D ANIMATION,3,2ND,A,BSEMC,2ND,2015-2016
5382,EMC 221,COMPUTER GRAPHICS PROGRAMMING,3,2ND,A,BSEMC,2ND,2015-2016
5381,,,,,,,,
5380,PE 002,RHYTHMIC ACTIVITIES,2,1ST,A,BSEMC,2ND,2015-2016
5379,SSC 111,GENERAL PSYCHOLOGY,3,1ST,A,BSEMC,2ND,2015-2016
5378,NSTP 122,NATIONAL SERVICE TRAINING PROGRAM,3,1ST,A,BSEMC,2ND,2015-2016
5377,EMC 124,DIGITAL DRAWING,3,1ST,A,BSEMC,2ND,2015-2016
5376,EMC 123,INTRODUCTION TO GDD,5,1ST,A,BSEMC,2ND,2015-2016
5375,EMC 122,OBJECT ORIENTED PROGRAMMING(PROG. II),5,1ST,A,BSEMC,2ND,2015-2016
5374,EMC 121,OFFICE PROD. TOOLS,3,1ST,A,BSEMC,2ND,2015-2016
5373,MTC 221,ANALYTIC GEOMETRY,3,1ST,A,BSEMC,2ND,2015-2016
5372,ENG 122,WRITING IN THE DISCIPLINE,3,1ST,A,BSEMC,2ND,2015-2016
5371,,,,,,,,
5370,PHI 003,PHILOSOPY OF MAN,3,4TH,B,BSIS,2ND,2015-2016
5369,HUM 001,AESTHETICS,3,4TH,B,BSIS,2ND,2015-2016
5368,BUS 421,BUSINESS ETHICS,3,4TH,B,BSIS,2ND,2015-2016
5367,IS 424,THESIS II,5,4TH,B,BSIS,2ND,2015-2016
5366,IS 423,COMPUTER ISSUES & SEMINARS,3,4TH,B,BSIS,2ND,2015-2016
5365,IS 422,ADVANCED SPECIAL TOPICS,3,4TH,B,BSIS,2ND,2015-2016
5364,IS 421,COMPUTER GRAPHICS II,3,4TH,B,BSIS,2ND,2015-2016
5363,,,,,,,,
5362,PHI 003,PHILOSOPY OF MAN,3,4TH,A,BSIS,2ND,2015-2016
5361,HUM 001,AESTHETICS,3,4TH,A,BSIS,2ND,2015-2016
5360,BUS 421,BUSINESS ETHICS,3,4TH,A,BSIS,2ND,2015-2016
5359,IS 424,THESIS II,5,4TH,A,BSIS,2ND,2015-2016
5358,IS 423,COMPUTER ISSUES & SEMINARS,3,4TH,A,BSIS,2ND,2015-2016
5357,IS 422,ADVANCED SPECIAL TOPICS,3,4TH,A,BSIS,2ND,2015-2016
5356,IS 421,COMPUTER GRAPHICS II,3,4TH,A,BSIS,2ND,2015-2016
5355,,,,,,,,
5354,BUS 321,MARKETING I,3,3RD,B,BSIS,2ND,2015-2016
5353,BUS 321,COSTUMER RELATIONS MANAGEMENT,3,3RD,B,BSIS,2ND,2015-2016
5352,HUM 002,SOCIAL ARTS,3,3RD,B,BSIS,2ND,2015-2016
5351,SS 112,PGNC,3,3RD,B,BSIS,2ND,2015-2016
5350,PHY 002,PHYSICS II,3,3RD,B,BSIS,2ND,2015-2016
5349,IS 323,SYSTEM ANALYSIS AND DESIGN,3,3RD,B,BSIS,2ND,2015-2016
5348,IS 322,ARTIFICIAL INTELLIGENCE,3,3RD,B,BSIS,2ND,2015-2016
5347,IS 321,MANAGEMENT INFORMATION SYSTEM,3,3RD,B,BSIS,2ND,2015-2016
5346,,,,,,,,
5345,BUS 321,MARKETING I,3,3RD,A,BSIS,2ND,2015-2016
5344,BUS 321,COSTUMER RELATIONS MANAGEMENT,3,3RD,A,BSIS,2ND,2015-2016
5343,HUM 002,SOCIAL ARTS,3,3RD,A,BSIS,2ND,2015-2016
5342,SS 112,PGNC,3,3RD,A,BSIS,2ND,2015-2016
5341,PHY 002,PHYSICS II,3,3RD,A,BSIS,2ND,2015-2016
5340,IS 323,SYSTEM ANALYSIS AND DESIGN,3,3RD,A,BSIS,2ND,2015-2016
5339,IS 322,ARTIFICIAL INTELLIGENCE,3,3RD,A,BSIS,2ND,2015-2016
5338,IS 321,MANAGEMENT INFORMATION SYSTEM,3,3RD,A,BSIS,2ND,2015-2016
5337,,,,,,,,
5336,PE 004,TEAM SPORTS,2,2ND,B,BSIS,2ND,2015-2016
5335,ENG 224,BCTRW,3,2ND,B,BSIS,2ND,2015-2016
5334,IS 224,DATA COMMUNICATION NETWORKING I,3,2ND,B,BSIS,2ND,2015-2016
5333,SS 223,ECONOMICS W/ LRT,3,2ND,B,BSIS,2ND,2015-2016
5332,BUS 221,HUMAN RESOURCE MANAGEMENT,3,2ND,B,BSIS,2ND,2015-2016
5331,IS 223,COMPUTER GRAPHICS I,3,2ND,B,BSIS,2ND,2015-2016
5330,IS 222,ADVANCED DATABASE SYSTEM,3,2ND,B,BSIS,2ND,2015-2016
5329,IS 221,COMPUTER PROGRAMMING III,5,2ND,B,BSIS,2ND,2015-2016
5328,,,,,,,,
5327,PE 004,TEAM SPORTS,2,2ND,A,BSIS,2ND,2015-2016
5326,ENG 224,BCTRW,3,2ND,A,BSIS,2ND,2015-2016
5325,IS 224,DATA COMMUNICATION NETWORKING I,3,2ND,A,BSIS,2ND,2015-2016
5324,SS 223,ECONOMICS W/ LRT,3,2ND,A,BSIS,2ND,2015-2016
5323,BUS 221,HUMAN RESOURCE MANAGEMENT,3,2ND,A,BSIS,2ND,2015-2016
5322,IS 223,COMPUTER GRAPHICS I,3,2ND,A,BSIS,2ND,2015-2016
5321,IS 222,ADVANCED DATABASE SYSTEM,3,2ND,A,BSIS,2ND,2015-2016
5320,IS 221,COMPUTER PROGRAMMING III,5,2ND,A,BSIS,2ND,2015-2016
5319,,,,,,,,
5318,NSTP 122,CIVIC WELFARE TRAINING SERVICES,3,1ST,B,BSIS,2ND,2015-2016
5317,PE 122,RHYTHMIC ACTIVITIES,2,1ST,B,BSIS,2ND,2015-2016
5316,BUS 112,FUNDAMENTALS OF ACCOUNTING P-1,3,1ST,B,BSIS,2ND,2015-2016
